Record Length,Analog:100000
Sample Interval,2.000000E-07
Vertical Units,V,
Vertical Scale,+2.000000E-03
Vertical Offset,+0.000000E+00
Horizontal Units,s
Horizontal Scale,+2.000000E-03
Model,SDS814X HD
Serial Number,SDS08A0Q809397
Software Version,3.8.12.1.1.3.8
Source,CH1
Second,Value
-5.0638000000E-03,-8.520833E-03
-5.0636000000E-03,-8.520833E-03
-5.0634000000E-03,-8.520833E-03
-5.0632000000E-03,-8.520833E-03
-5.0630000000E-03,-8.520833E-03
-5.0628000000E-03,-8.520833E-03
-5.0626000000E-03,-8.520833E-03
-5.0624000000E-03,-8.520833E-03
-5.0622000000E-03,-8.520833E-03
-5.0620000000E-03,-8.520833E-03
-5.0618000000E-03,-8.520833E-03
-5.0616000000E-03,-8.520833E-03
-5.0614000000E-03,-8.520833E-03
-5.0612000000E-03,-8.520833E-03
-5.0610000000E-03,-8.520833E-03
-5.0608000000E-03,-8.520833E-03
-5.0606000000E-03,-8.520833E-03
-5.0604000000E-03,-8.520833E-03
-5.0602000000E-03,-8.520833E-03
-5.0600000000E-03,-8.520833E-03
-5.0598000000E-03,-8.520833E-03
-5.0596000000E-03,-8.520833E-03
-5.0594000000E-03,-8.520833E-03
-5.0592000000E-03,-8.520833E-03
-5.0590000000E-03,-8.520833E-03
-5.0588000000E-03,-8.520833E-03
-5.0586000000E-03,-8.520833E-03
-5.0584000000E-03,-8.520833E-03
-5.0582000000E-03,-8.520833E-03
-5.0580000000E-03,-8.520833E-03
-5.0578000000E-03,-8.520833E-03
-5.0576000000E-03,-8.520833E-03
-5.0574000000E-03,-8.520833E-03
-5.0572000000E-03,-8.520833E-03
-5.0570000000E-03,-8.520833E-03
-5.0568000000E-03,-8.520833E-03
-5.0566000000E-03,-8.520833E-03
-5.0564000000E-03,-8.520833E-03
-5.0562000000E-03,-8.520833E-03
-5.0560000000E-03,-8.520833E-03
-5.0558000000E-03,-8.520833E-03
-5.0556000000E-03,-8.520833E-03
-5.0554000000E-03,-8.520833E-03
-5.0552000000E-03,-8.520833E-03
-5.0550000000E-03,-8.520833E-03
-5.0548000000E-03,-8.520833E-03
-5.0546000000E-03,-8.520833E-03
-5.0544000000E-03,-8.520833E-03
-5.0542000000E-03,-8.520833E-03
-5.0540000000E-03,-8.520833E-03
-5.0538000000E-03,-8.520833E-03
-5.0536000000E-03,-8.520833E-03
-5.0534000000E-03,-8.520833E-03
-5.0532000000E-03,-8.520833E-03
-5.0530000000E-03,-8.520833E-03
-5.0528000000E-03,-8.520833E-03
-5.0526000000E-03,-8.520833E-03
-5.0524000000E-03,-8.520833E-03
-5.0522000000E-03,-8.520833E-03
-5.0520000000E-03,-8.520833E-03
-5.0518000000E-03,-8.520833E-03
-5.0516000000E-03,-8.520833E-03
-5.0514000000E-03,-8.520833E-03
-5.0512000000E-03,-8.520833E-03
-5.0510000000E-03,-8.520833E-03
-5.0508000000E-03,-8.520833E-03
-5.0506000000E-03,-8.520833E-03
-5.0504000000E-03,-8.520833E-03
-5.0502000000E-03,-8.520833E-03
-5.0500000000E-03,-8.520833E-03
-5.0498000000E-03,-8.520833E-03
-5.0496000000E-03,-8.520833E-03
-5.0494000000E-03,-8.520833E-03
-5.0492000000E-03,-8.520833E-03
-5.0490000000E-03,-8.520833E-03
-5.0488000000E-03,-8.520833E-03
-5.0486000000E-03,-8.520833E-03
-5.0484000000E-03,-8.520833E-03
-5.0482000000E-03,-8.520833E-03
-5.0480000000E-03,-8.520833E-03
-5.0478000000E-03,-8.520833E-03
-5.0476000000E-03,-8.520833E-03
-5.0474000000E-03,-8.520833E-03
-5.0472000000E-03,-8.520833E-03
-5.0470000000E-03,-8.520833E-03
-5.0468000000E-03,-8.520833E-03
-5.0466000000E-03,-8.520833E-03
-5.0464000000E-03,-8.520833E-03
-5.0462000000E-03,-8.520833E-03
-5.0460000000E-03,-8.520833E-03
-5.0458000000E-03,-8.520833E-03
-5.0456000000E-03,-8.520833E-03
-5.0454000000E-03,-8.520833E-03
-5.0452000000E-03,-8.520833E-03
-5.0450000000E-03,-8.520833E-03
-5.0448000000E-03,-8.520833E-03
-5.0446000000E-03,-8.520833E-03
-5.0444000000E-03,-8.520833E-03
-5.0442000000E-03,-8.520833E-03
-5.0440000000E-03,-8.520833E-03
-5.0438000000E-03,-8.520833E-03
-5.0436000000E-03,-8.520833E-03
-5.0434000000E-03,-8.520833E-03
-5.0432000000E-03,-8.520833E-03
-5.0430000000E-03,-8.520833E-03
-5.0428000000E-03,-8.520833E-03
-5.0426000000E-03,-8.520833E-03
-5.0424000000E-03,-8.520833E-03
-5.0422000000E-03,-8.520833E-03
-5.0420000000E-03,-8.520833E-03
-5.0418000000E-03,-8.520833E-03
-5.0416000000E-03,-8.520833E-03
-5.0414000000E-03,-8.520833E-03
-5.0412000000E-03,-8.520833E-03
-5.0410000000E-03,-8.520833E-03
-5.0408000000E-03,-8.520833E-03
-5.0406000000E-03,-8.520833E-03
-5.0404000000E-03,-8.520833E-03
-5.0402000000E-03,-8.520833E-03
-5.0400000000E-03,-8.520833E-03
-5.0398000000E-03,-8.520833E-03
-5.0396000000E-03,-8.520833E-03
-5.0394000000E-03,-8.520833E-03
-5.0392000000E-03,-8.520833E-03
-5.0390000000E-03,-8.520833E-03
-5.0388000000E-03,-8.520833E-03
-5.0386000000E-03,-8.520833E-03
-5.0384000000E-03,-8.520833E-03
-5.0382000000E-03,-8.520833E-03
-5.0380000000E-03,-8.520833E-03
-5.0378000000E-03,-8.520833E-03
-5.0376000000E-03,-8.520833E-03
-5.0374000000E-03,-8.520833E-03
-5.0372000000E-03,-8.520833E-03
-5.0370000000E-03,-8.520833E-03
-5.0368000000E-03,-8.520833E-03
-5.0366000000E-03,-8.520833E-03
-5.0364000000E-03,-8.520833E-03
-5.0362000000E-03,-8.520833E-03
-5.0360000000E-03,-8.520833E-03
-5.0358000000E-03,-8.520833E-03
-5.0356000000E-03,-8.520833E-03
-5.0354000000E-03,-8.520833E-03
-5.0352000000E-03,-8.520833E-03
-5.0350000000E-03,-8.520833E-03
-5.0348000000E-03,-8.520833E-03
-5.0346000000E-03,-8.520833E-03
-5.0344000000E-03,-8.520833E-03
-5.0342000000E-03,-8.520833E-03
-5.0340000000E-03,-8.520833E-03
-5.0338000000E-03,-8.520833E-03
-5.0336000000E-03,-8.520833E-03
-5.0334000000E-03,-8.520833E-03
-5.0332000000E-03,-8.520833E-03
-5.0330000000E-03,-8.520833E-03
-5.0328000000E-03,-8.520833E-03
-5.0326000000E-03,-8.520833E-03
-5.0324000000E-03,-8.520833E-03
-5.0322000000E-03,-8.520833E-03
-5.0320000000E-03,-8.520833E-03
-5.0318000000E-03,-8.520833E-03
-5.0316000000E-03,-8.520833E-03
-5.0314000000E-03,-8.520833E-03
-5.0312000000E-03,-8.520833E-03
-5.0310000000E-03,-8.520833E-03
-5.0308000000E-03,-8.520833E-03
-5.0306000000E-03,-8.520833E-03
-5.0304000000E-03,-8.520833E-03
-5.0302000000E-03,-8.520833E-03
-5.0300000000E-03,-8.520833E-03
-5.0298000000E-03,-8.520833E-03
-5.0296000000E-03,-8.520833E-03
-5.0294000000E-03,-8.520833E-03
-5.0292000000E-03,-8.520833E-03
-5.0290000000E-03,-8.520833E-03
-5.0288000000E-03,-8.520833E-03
-5.0286000000E-03,-8.520833E-03
-5.0284000000E-03,-8.520833E-03
-5.0282000000E-03,-8.520833E-03
-5.0280000000E-03,-8.520833E-03
-5.0278000000E-03,-8.520833E-03
-5.0276000000E-03,-8.520833E-03
-5.0274000000E-03,-8.520833E-03
-5.0272000000E-03,-8.520833E-03
-5.0270000000E-03,-8.520833E-03
-5.0268000000E-03,-8.520833E-03
-5.0266000000E-03,-8.520833E-03
-5.0264000000E-03,-8.520833E-03
-5.0262000000E-03,-8.520833E-03
-5.0260000000E-03,-8.520833E-03
-5.0258000000E-03,-8.520833E-03
-5.0256000000E-03,-8.520833E-03
-5.0254000000E-03,-8.520833E-03
-5.0252000000E-03,-8.520833E-03
-5.0250000000E-03,-8.520833E-03
-5.0248000000E-03,-8.520833E-03
-5.0246000000E-03,-8.520833E-03
-5.0244000000E-03,-8.520833E-03
-5.0242000000E-03,-8.520833E-03
-5.0240000000E-03,-8.520833E-03
-5.0238000000E-03,-8.520833E-03
-5.0236000000E-03,-8.520833E-03
-5.0234000000E-03,-8.520833E-03
-5.0232000000E-03,-8.520833E-03
-5.0230000000E-03,-8.520833E-03
-5.0228000000E-03,-8.520833E-03
-5.0226000000E-03,-8.520833E-03
-5.0224000000E-03,-8.520833E-03
-5.0222000000E-03,-8.520833E-03
-5.0220000000E-03,-8.520833E-03
-5.0218000000E-03,-8.520833E-03
-5.0216000000E-03,-8.520833E-03
-5.0214000000E-03,-8.520833E-03
-5.0212000000E-03,-8.520833E-03
-5.0210000000E-03,-8.520833E-03
-5.0208000000E-03,-8.520833E-03
-5.0206000000E-03,-8.520833E-03
-5.0204000000E-03,-8.520833E-03
-5.0202000000E-03,-8.520833E-03
-5.0200000000E-03,-8.520833E-03
-5.0198000000E-03,-8.520833E-03
-5.0196000000E-03,-8.520833E-03
-5.0194000000E-03,-8.520833E-03
-5.0192000000E-03,-8.520833E-03
-5.0190000000E-03,-8.520833E-03
-5.0188000000E-03,-8.520833E-03
-5.0186000000E-03,-8.520833E-03
-5.0184000000E-03,-8.520833E-03
-5.0182000000E-03,-8.520833E-03
-5.0180000000E-03,-8.520833E-03
-5.0178000000E-03,-8.520833E-03
-5.0176000000E-03,-8.520833E-03
-5.0174000000E-03,-8.520833E-03
-5.0172000000E-03,-8.520833E-03
-5.0170000000E-03,-8.520833E-03
-5.0168000000E-03,-8.520833E-03
-5.0166000000E-03,-8.520833E-03
-5.0164000000E-03,-8.520833E-03
-5.0162000000E-03,-8.520833E-03
-5.0160000000E-03,-8.520833E-03
-5.0158000000E-03,-8.520833E-03
-5.0156000000E-03,-8.520833E-03
-5.0154000000E-03,-8.520833E-03
-5.0152000000E-03,-8.520833E-03
-5.0150000000E-03,-8.520833E-03
-5.0148000000E-03,-8.520833E-03
-5.0146000000E-03,-8.520833E-03
-5.0144000000E-03,-8.520833E-03
-5.0142000000E-03,-8.520833E-03
-5.0140000000E-03,-8.520833E-03
-5.0138000000E-03,-8.520833E-03
-5.0136000000E-03,-8.520833E-03
-5.0134000000E-03,-8.520833E-03
-5.0132000000E-03,-8.520833E-03
-5.0130000000E-03,-8.520833E-03
-5.0128000000E-03,-8.520833E-03
-5.0126000000E-03,-8.520833E-03
-5.0124000000E-03,-8.520833E-03
-5.0122000000E-03,-8.520833E-03
-5.0120000000E-03,-8.520833E-03
-5.0118000000E-03,-8.520833E-03
-5.0116000000E-03,-8.520833E-03
-5.0114000000E-03,-8.520833E-03
-5.0112000000E-03,-8.520833E-03
-5.0110000000E-03,-8.520833E-03
-5.0108000000E-03,-8.520833E-03
-5.0106000000E-03,-8.520833E-03
-5.0104000000E-03,-8.520833E-03
-5.0102000000E-03,-8.520833E-03
-5.0100000000E-03,-8.520833E-03
-5.0098000000E-03,-8.520833E-03
-5.0096000000E-03,-8.520833E-03
-5.0094000000E-03,-8.520833E-03
-5.0092000000E-03,-8.520833E-03
-5.0090000000E-03,-8.520833E-03
-5.0088000000E-03,-8.520833E-03
-5.0086000000E-03,-8.520833E-03
-5.0084000000E-03,-8.520833E-03
-5.0082000000E-03,-8.520833E-03
-5.0080000000E-03,-8.520833E-03
-5.0078000000E-03,-8.520833E-03
-5.0076000000E-03,-8.520833E-03
-5.0074000000E-03,-8.520833E-03
-5.0072000000E-03,-8.520833E-03
-5.0070000000E-03,-8.520833E-03
-5.0068000000E-03,-8.520833E-03
-5.0066000000E-03,-8.520833E-03
-5.0064000000E-03,-8.520833E-03
-5.0062000000E-03,-8.520833E-03
-5.0060000000E-03,-8.520833E-03
-5.0058000000E-03,-8.520833E-03
-5.0056000000E-03,-8.520833E-03
-5.0054000000E-03,-8.520833E-03
-5.0052000000E-03,-8.520833E-03
-5.0050000000E-03,-8.520833E-03
-5.0048000000E-03,-8.520833E-03
-5.0046000000E-03,-8.520833E-03
-5.0044000000E-03,-8.520833E-03
-5.0042000000E-03,-8.520833E-03
-5.0040000000E-03,-8.520833E-03
-5.0038000000E-03,-8.520833E-03
-5.0036000000E-03,-8.520833E-03
-5.0034000000E-03,-8.520833E-03
-5.0032000000E-03,-8.520833E-03
-5.0030000000E-03,-8.520833E-03
-5.0028000000E-03,-8.520833E-03
-5.0026000000E-03,-8.520833E-03
-5.0024000000E-03,-8.520833E-03
-5.0022000000E-03,-8.520833E-03
-5.0020000000E-03,-8.520833E-03
-5.0018000000E-03,-8.520833E-03
-5.0016000000E-03,-8.520833E-03
-5.0014000000E-03,-8.520833E-03
-5.0012000000E-03,-8.520833E-03
-5.0010000000E-03,-8.520833E-03
-5.0008000000E-03,-8.520833E-03
-5.0006000000E-03,-8.520833E-03
-5.0004000000E-03,-8.520833E-03
-5.0002000000E-03,-8.520833E-03
-5.0000000000E-03,-8.520833E-03
-4.9998000000E-03,-8.520833E-03
-4.9996000000E-03,-8.520833E-03
-4.9994000000E-03,-8.520833E-03
-4.9992000000E-03,-8.520833E-03
-4.9990000000E-03,-8.520833E-03
-4.9988000000E-03,-8.520833E-03
-4.9986000000E-03,-8.520833E-03
-4.9984000000E-03,-8.520833E-03
-4.9982000000E-03,-8.520833E-03
-4.9980000000E-03,-8.520833E-03
-4.9978000000E-03,-8.520833E-03
-4.9976000000E-03,-8.520833E-03
-4.9974000000E-03,-8.520833E-03
-4.9972000000E-03,-8.520833E-03
-4.9970000000E-03,-8.520833E-03
-4.9968000000E-03,-8.520833E-03
-4.9966000000E-03,-8.520833E-03
-4.9964000000E-03,-8.520833E-03
-4.9962000000E-03,-8.520833E-03
-4.9960000000E-03,-8.520833E-03
-4.9958000000E-03,-8.520833E-03
-4.9956000000E-03,-8.520833E-03
-4.9954000000E-03,-8.520833E-03
-4.9952000000E-03,-8.520833E-03
-4.9950000000E-03,-8.520833E-03
-4.9948000000E-03,-8.520833E-03
-4.9946000000E-03,-8.520833E-03
-4.9944000000E-03,-8.520833E-03
-4.9942000000E-03,-8.520833E-03
-4.9940000000E-03,-8.520833E-03
-4.9938000000E-03,-8.520833E-03
-4.9936000000E-03,-8.520833E-03
-4.9934000000E-03,-8.520833E-03
-4.9932000000E-03,-8.520833E-03
-4.9930000000E-03,-8.520833E-03
-4.9928000000E-03,-8.520833E-03
-4.9926000000E-03,-8.520833E-03
-4.9924000000E-03,-8.520833E-03
-4.9922000000E-03,-8.520833E-03
-4.9920000000E-03,-8.520833E-03
-4.9918000000E-03,-8.520833E-03
-4.9916000000E-03,-8.520833E-03
-4.9914000000E-03,-8.520833E-03
-4.9912000000E-03,-8.520833E-03
-4.9910000000E-03,-8.520833E-03
-4.9908000000E-03,-8.520833E-03
-4.9906000000E-03,-8.520833E-03
-4.9904000000E-03,-8.520833E-03
-4.9902000000E-03,-8.520833E-03
-4.9900000000E-03,-8.520833E-03
-4.9898000000E-03,-8.520833E-03
-4.9896000000E-03,-8.520833E-03
-4.9894000000E-03,-8.520833E-03
-4.9892000000E-03,-8.520833E-03
-4.9890000000E-03,-8.520833E-03
-4.9888000000E-03,-8.520833E-03
-4.9886000000E-03,-8.520833E-03
-4.9884000000E-03,-8.520833E-03
-4.9882000000E-03,-8.520833E-03
-4.9880000000E-03,-8.520833E-03
-4.9878000000E-03,-8.520833E-03
-4.9876000000E-03,-8.520833E-03
-4.9874000000E-03,-8.520833E-03
-4.9872000000E-03,-8.520833E-03
-4.9870000000E-03,-8.520833E-03
-4.9868000000E-03,-8.520833E-03
-4.9866000000E-03,-8.520833E-03
-4.9864000000E-03,-8.520833E-03
-4.9862000000E-03,-8.520833E-03
-4.9860000000E-03,-8.520833E-03
-4.9858000000E-03,-8.520833E-03
-4.9856000000E-03,-8.520833E-03
-4.9854000000E-03,-8.520833E-03
-4.9852000000E-03,-8.520833E-03
-4.9850000000E-03,-8.520833E-03
-4.9848000000E-03,-8.520833E-03
-4.9846000000E-03,-8.520833E-03
-4.9844000000E-03,-8.520833E-03
-4.9842000000E-03,-8.520833E-03
-4.9840000000E-03,-8.520833E-03
-4.9838000000E-03,-8.520833E-03
-4.9836000000E-03,-8.520833E-03
-4.9834000000E-03,-8.520833E-03
-4.9832000000E-03,-8.520833E-03
-4.9830000000E-03,-8.520833E-03
-4.9828000000E-03,-8.520833E-03
-4.9826000000E-03,-8.520833E-03
-4.9824000000E-03,-8.520833E-03
-4.9822000000E-03,-8.520833E-03
-4.9820000000E-03,-8.520833E-03
-4.9818000000E-03,-8.520833E-03
-4.9816000000E-03,-8.520833E-03
-4.9814000000E-03,-8.520833E-03
-4.9812000000E-03,-8.520833E-03
-4.9810000000E-03,-8.520833E-03
-4.9808000000E-03,-8.520833E-03
-4.9806000000E-03,-8.520833E-03
-4.9804000000E-03,-8.520833E-03
-4.9802000000E-03,-8.520833E-03
-4.9800000000E-03,-8.520833E-03
-4.9798000000E-03,-8.520833E-03
-4.9796000000E-03,-8.520833E-03
-4.9794000000E-03,-8.520833E-03
-4.9792000000E-03,-8.520833E-03
-4.9790000000E-03,-8.520833E-03
-4.9788000000E-03,-8.520833E-03
-4.9786000000E-03,-8.520833E-03
-4.9784000000E-03,-8.520833E-03
-4.9782000000E-03,-8.520833E-03
-4.9780000000E-03,-8.520833E-03
-4.9778000000E-03,-8.520833E-03
-4.9776000000E-03,-8.520833E-03
-4.9774000000E-03,-8.520833E-03
-4.9772000000E-03,-8.520833E-03
-4.9770000000E-03,-8.520833E-03
-4.9768000000E-03,-8.520833E-03
-4.9766000000E-03,-8.520833E-03
-4.9764000000E-03,-8.520833E-03
-4.9762000000E-03,-8.520833E-03
-4.9760000000E-03,-8.520833E-03
-4.9758000000E-03,-8.520833E-03
-4.9756000000E-03,-8.520833E-03
-4.9754000000E-03,-8.520833E-03
-4.9752000000E-03,-8.520833E-03
-4.9750000000E-03,-8.520833E-03
-4.9748000000E-03,-8.520833E-03
-4.9746000000E-03,-8.520833E-03
-4.9744000000E-03,-8.520833E-03
-4.9742000000E-03,-8.520833E-03
-4.9740000000E-03,-8.520833E-03
-4.9738000000E-03,-8.520833E-03
-4.9736000000E-03,-8.520833E-03
-4.9734000000E-03,-8.520833E-03
-4.9732000000E-03,-8.520833E-03
-4.9730000000E-03,-8.520833E-03
-4.9728000000E-03,-8.520833E-03
-4.9726000000E-03,-8.520833E-03
-4.9724000000E-03,-8.520833E-03
-4.9722000000E-03,-8.520833E-03
-4.9720000000E-03,-8.520833E-03
-4.9718000000E-03,-8.520833E-03
-4.9716000000E-03,-8.520833E-03
-4.9714000000E-03,-8.520833E-03
-4.9712000000E-03,-8.520833E-03
-4.9710000000E-03,-8.520833E-03
-4.9708000000E-03,-8.520833E-03
-4.9706000000E-03,-8.520833E-03
-4.9704000000E-03,-8.520833E-03
-4.9702000000E-03,-8.520833E-03
-4.9700000000E-03,-8.520833E-03
-4.9698000000E-03,-8.520833E-03
-4.9696000000E-03,-8.520833E-03
-4.9694000000E-03,-8.520833E-03
-4.9692000000E-03,-8.520833E-03
-4.9690000000E-03,-8.520833E-03
-4.9688000000E-03,-8.520833E-03
-4.9686000000E-03,-8.520833E-03
-4.9684000000E-03,-8.520833E-03
-4.9682000000E-03,-8.520833E-03
-4.9680000000E-03,-8.520833E-03
-4.9678000000E-03,-8.520833E-03
-4.9676000000E-03,-8.520833E-03
-4.9674000000E-03,-8.520833E-03
-4.9672000000E-03,-8.520833E-03
-4.9670000000E-03,-8.520833E-03
-4.9668000000E-03,-8.520833E-03
-4.9666000000E-03,-8.520833E-03
-4.9664000000E-03,-8.520833E-03
-4.9662000000E-03,-8.520833E-03
-4.9660000000E-03,-8.520833E-03
-4.9658000000E-03,-8.520833E-03
-4.9656000000E-03,-8.520833E-03
-4.9654000000E-03,-8.520833E-03
-4.9652000000E-03,-8.520833E-03
-4.9650000000E-03,-8.520833E-03
-4.9648000000E-03,-8.520833E-03
-4.9646000000E-03,-8.520833E-03
-4.9644000000E-03,-8.520833E-03
-4.9642000000E-03,-8.520833E-03
-4.9640000000E-03,-8.520833E-03
-4.9638000000E-03,-8.520833E-03
-4.9636000000E-03,-8.520833E-03
-4.9634000000E-03,-8.520833E-03
-4.9632000000E-03,-8.520833E-03
-4.9630000000E-03,-8.520833E-03
-4.9628000000E-03,-8.520833E-03
-4.9626000000E-03,-8.520833E-03
-4.9624000000E-03,-8.520833E-03
-4.9622000000E-03,-8.520833E-03
-4.9620000000E-03,-8.520833E-03
-4.9618000000E-03,-8.520833E-03
-4.9616000000E-03,-8.520833E-03
-4.9614000000E-03,-8.520833E-03
-4.9612000000E-03,-8.520833E-03
-4.9610000000E-03,-8.520833E-03
-4.9608000000E-03,-8.520833E-03
-4.9606000000E-03,-8.520833E-03
-4.9604000000E-03,-8.520833E-03
-4.9602000000E-03,-8.520833E-03
-4.9600000000E-03,-8.520833E-03
-4.9598000000E-03,-8.520833E-03
-4.9596000000E-03,-8.520833E-03
-4.9594000000E-03,-8.520833E-03
-4.9592000000E-03,-8.520833E-03
-4.9590000000E-03,-8.520833E-03
-4.9588000000E-03,-8.520833E-03
-4.9586000000E-03,-8.520833E-03
-4.9584000000E-03,-8.520833E-03
-4.9582000000E-03,-8.520833E-03
-4.9580000000E-03,-8.520833E-03
-4.9578000000E-03,-8.520833E-03
-4.9576000000E-03,-8.520833E-03
-4.9574000000E-03,-8.520833E-03
-4.9572000000E-03,-8.520833E-03
-4.9570000000E-03,-8.520833E-03
-4.9568000000E-03,-8.520833E-03
-4.9566000000E-03,-8.520833E-03
-4.9564000000E-03,-8.520833E-03
-4.9562000000E-03,-8.520833E-03
-4.9560000000E-03,-8.520833E-03
-4.9558000000E-03,-8.520833E-03
-4.9556000000E-03,-8.520833E-03
-4.9554000000E-03,-8.520833E-03
-4.9552000000E-03,-8.520833E-03
-4.9550000000E-03,-8.520833E-03
-4.9548000000E-03,-8.520833E-03
-4.9546000000E-03,-8.520833E-03
-4.9544000000E-03,-8.520833E-03
-4.9542000000E-03,-8.520833E-03
-4.9540000000E-03,-8.520833E-03
-4.9538000000E-03,-8.520833E-03
-4.9536000000E-03,-8.520833E-03
-4.9534000000E-03,-8.520833E-03
-4.9532000000E-03,-8.520833E-03
-4.9530000000E-03,-8.520833E-03
-4.9528000000E-03,-8.520833E-03
-4.9526000000E-03,-8.520833E-03
-4.9524000000E-03,-8.520833E-03
-4.9522000000E-03,-8.520833E-03
-4.9520000000E-03,-8.520833E-03
-4.9518000000E-03,-8.520833E-03
-4.9516000000E-03,-8.520833E-03
-4.9514000000E-03,-8.520833E-03
-4.9512000000E-03,-8.520833E-03
-4.9510000000E-03,-8.520833E-03
-4.9508000000E-03,-8.520833E-03
-4.9506000000E-03,-8.520833E-03
-4.9504000000E-03,-8.520833E-03
-4.9502000000E-03,-8.520833E-03
-4.9500000000E-03,-8.520833E-03
-4.9498000000E-03,-8.520833E-03
-4.9496000000E-03,-8.520833E-03
-4.9494000000E-03,-8.520833E-03
-4.9492000000E-03,-8.520833E-03
-4.9490000000E-03,-8.520833E-03
-4.9488000000E-03,-8.520833E-03
-4.9486000000E-03,-8.520833E-03
-4.9484000000E-03,-8.520833E-03
-4.9482000000E-03,-8.520833E-03
-4.9480000000E-03,-8.520833E-03
-4.9478000000E-03,-8.520833E-03
-4.9476000000E-03,-8.520833E-03
-4.9474000000E-03,-8.520833E-03
-4.9472000000E-03,-8.520833E-03
-4.9470000000E-03,-8.520833E-03
-4.9468000000E-03,-8.520833E-03
-4.9466000000E-03,-8.520833E-03
-4.9464000000E-03,-8.520833E-03
-4.9462000000E-03,-8.520833E-03
-4.9460000000E-03,-8.520833E-03
-4.9458000000E-03,-8.520833E-03
-4.9456000000E-03,-8.520833E-03
-4.9454000000E-03,-8.520833E-03
-4.9452000000E-03,-8.520833E-03
-4.9450000000E-03,-8.520833E-03
-4.9448000000E-03,-8.520833E-03
-4.9446000000E-03,-8.520833E-03
-4.9444000000E-03,-8.520833E-03
-4.9442000000E-03,-8.520833E-03
-4.9440000000E-03,-8.520833E-03
-4.9438000000E-03,-8.520833E-03
-4.9436000000E-03,-8.520833E-03
-4.9434000000E-03,-8.520833E-03
-4.9432000000E-03,-8.520833E-03
-4.9430000000E-03,-8.520833E-03
-4.9428000000E-03,-8.520833E-03
-4.9426000000E-03,-8.520833E-03
-4.9424000000E-03,-8.520833E-03
-4.9422000000E-03,-8.520833E-03
-4.9420000000E-03,-8.520833E-03
-4.9418000000E-03,-8.520833E-03
-4.9416000000E-03,-8.520833E-03
-4.9414000000E-03,-8.520833E-03
-4.9412000000E-03,-8.520833E-03
-4.9410000000E-03,-8.520833E-03
-4.9408000000E-03,-8.520833E-03
-4.9406000000E-03,-8.520833E-03
-4.9404000000E-03,-8.520833E-03
-4.9402000000E-03,-8.520833E-03
-4.9400000000E-03,-8.520833E-03
-4.9398000000E-03,-8.520833E-03
-4.9396000000E-03,-8.520833E-03
-4.9394000000E-03,-8.520833E-03
-4.9392000000E-03,-8.520833E-03
-4.9390000000E-03,-8.520833E-03
-4.9388000000E-03,-8.520833E-03
-4.9386000000E-03,-8.520833E-03
-4.9384000000E-03,-8.520833E-03
-4.9382000000E-03,-8.520833E-03
-4.9380000000E-03,-8.520833E-03
-4.9378000000E-03,-8.520833E-03
-4.9376000000E-03,-8.520833E-03
-4.9374000000E-03,-8.520833E-03
-4.9372000000E-03,-8.520833E-03
-4.9370000000E-03,-8.520833E-03
-4.9368000000E-03,-8.520833E-03
-4.9366000000E-03,-8.520833E-03
-4.9364000000E-03,-8.520833E-03
-4.9362000000E-03,-8.520833E-03
-4.9360000000E-03,-8.520833E-03
-4.9358000000E-03,-8.520833E-03
-4.9356000000E-03,-8.520833E-03
-4.9354000000E-03,-8.520833E-03
-4.9352000000E-03,-8.520833E-03
-4.9350000000E-03,-8.520833E-03
-4.9348000000E-03,-8.520833E-03
-4.9346000000E-03,-8.520833E-03
-4.9344000000E-03,-8.520833E-03
-4.9342000000E-03,-8.520833E-03
-4.9340000000E-03,-8.520833E-03
-4.9338000000E-03,-8.520833E-03
-4.9336000000E-03,-8.520833E-03
-4.9334000000E-03,-8.520833E-03
-4.9332000000E-03,-8.520833E-03
-4.9330000000E-03,-8.520833E-03
-4.9328000000E-03,-8.520833E-03
-4.9326000000E-03,-8.520833E-03
-4.9324000000E-03,-8.520833E-03
-4.9322000000E-03,-8.520833E-03
-4.9320000000E-03,-8.520833E-03
-4.9318000000E-03,-8.520833E-03
-4.9316000000E-03,-8.520833E-03
-4.9314000000E-03,-8.520833E-03
-4.9312000000E-03,-8.520833E-03
-4.9310000000E-03,-8.520833E-03
-4.9308000000E-03,-8.520833E-03
-4.9306000000E-03,-8.520833E-03
-4.9304000000E-03,-8.520833E-03
-4.9302000000E-03,-8.520833E-03
-4.9300000000E-03,-8.520833E-03
-4.9298000000E-03,-8.520833E-03
-4.9296000000E-03,-8.520833E-03
-4.9294000000E-03,-8.520833E-03
-4.9292000000E-03,-8.520833E-03
-4.9290000000E-03,-8.520833E-03
-4.9288000000E-03,-8.520833E-03
-4.9286000000E-03,-8.520833E-03
-4.9284000000E-03,-8.520833E-03
-4.9282000000E-03,-8.520833E-03
-4.9280000000E-03,-8.520833E-03
-4.9278000000E-03,-8.520833E-03
-4.9276000000E-03,-8.520833E-03
-4.9274000000E-03,-8.520833E-03
-4.9272000000E-03,-8.520833E-03
-4.9270000000E-03,-8.520833E-03
-4.9268000000E-03,-8.520833E-03
-4.9266000000E-03,-8.520833E-03
-4.9264000000E-03,-8.520833E-03
-4.9262000000E-03,-8.520833E-03
-4.9260000000E-03,-8.520833E-03
-4.9258000000E-03,-8.520833E-03
-4.9256000000E-03,-8.520833E-03
