Record Length,Analog:100000
Sample Interval,2.000000E-04
Vertical Units,V,
Vertical Scale,+2.000000E-02
Vertical Offset,+0.000000E+00
Horizontal Units,s
Horizontal Scale,+2.000000E+00
Model,SDS814X HD
Serial Number,SDS08A0Q809397
Software Version,3.8.12.1.1.3.8
Source,CH1
Second,Value
+5.9976000000E+00,+4.041667E-03
+5.9978000000E+00,+4.166666E-03
+5.9980000000E+00,+5.458333E-03
+5.9982000000E+00,+5.083333E-03
+5.9984000000E+00,+5.083333E-03
+5.9986000000E+00,+4.583333E-03
+5.9988000000E+00,+4.875000E-03
+5.9990000000E+00,+4.250000E-03
+5.9992000000E+00,+4.250000E-03
+5.9994000000E+00,+3.750000E-03
+5.9996000000E+00,+3.458333E-03
+5.9998000000E+00,+3.500000E-03
+6.0000000000E+00,+3.291667E-03
+6.0002000000E+00,+3.375000E-03
+6.0004000000E+00,+3.291667E-03
+6.0006000000E+00,+2.416667E-03
+6.0008000000E+00,+2.083333E-03
+6.0010000000E+00,+1.625000E-03
+6.0012000000E+00,+9.999999E-04
+6.0014000000E+00,-2.083333E-04
+6.0016000000E+00,-9.999999E-04
+6.0018000000E+00,-2.166667E-03
+6.0020000000E+00,-3.000000E-03
+6.0022000000E+00,-3.666667E-03
+6.0024000000E+00,-4.458333E-03
+6.0026000000E+00,-4.583333E-03
+6.0028000000E+00,-4.750000E-03
+6.0030000000E+00,-4.125000E-03
+6.0032000000E+00,-3.750000E-03
+6.0034000000E+00,-2.375000E-03
+6.0036000000E+00,-1.041667E-03
+6.0038000000E+00,-2.083333E-04
+6.0040000000E+00,+1.250000E-03
+6.0042000000E+00,+2.000000E-03
+6.0044000000E+00,+3.416667E-03
+6.0046000000E+00,+4.125000E-03
+6.0048000000E+00,+4.791667E-03
+6.0050000000E+00,+4.958333E-03
+6.0052000000E+00,+4.666667E-03
+6.0054000000E+00,+4.750000E-03
+6.0056000000E+00,+4.625000E-03
+6.0058000000E+00,+4.916667E-03
+6.0060000000E+00,+4.583333E-03
+6.0062000000E+00,+3.833333E-03
+6.0064000000E+00,+3.416667E-03
+6.0066000000E+00,+3.833333E-03
+6.0068000000E+00,+3.666667E-03
+6.0070000000E+00,+3.250000E-03
+6.0072000000E+00,+3.416667E-03
+6.0074000000E+00,+2.958333E-03
+6.0076000000E+00,+2.666667E-03
+6.0078000000E+00,+2.083333E-03
+6.0080000000E+00,+1.875000E-03
+6.0082000000E+00,+8.750000E-04
+6.0084000000E+00,-2.916667E-04
+6.0086000000E+00,-1.291667E-03
+6.0088000000E+00,-2.041667E-03
+6.0090000000E+00,-3.083333E-03
+6.0092000000E+00,-3.958333E-03
+6.0094000000E+00,-4.291667E-03
+6.0096000000E+00,-4.666667E-03
+6.0098000000E+00,-4.708333E-03
+6.0100000000E+00,-4.166666E-03
+6.0102000000E+00,-3.333333E-03
+6.0104000000E+00,-2.291667E-03
+6.0106000000E+00,-1.333333E-03
+6.0108000000E+00,-1.250000E-04
+6.0110000000E+00,+1.041667E-03
+6.0112000000E+00,+2.375000E-03
+6.0114000000E+00,+3.291667E-03
+6.0116000000E+00,+4.333333E-03
+6.0118000000E+00,+4.708333E-03
+6.0120000000E+00,+4.500000E-03
+6.0122000000E+00,+5.000000E-03
+6.0124000000E+00,+4.833333E-03
+6.0126000000E+00,+4.541667E-03
+6.0128000000E+00,+4.208333E-03
+6.0130000000E+00,+3.958333E-03
+6.0132000000E+00,+3.916667E-03
+6.0134000000E+00,+3.916667E-03
+6.0136000000E+00,+3.500000E-03
+6.0138000000E+00,+3.791667E-03
+6.0140000000E+00,+3.166667E-03
+6.0142000000E+00,+3.208333E-03
+6.0144000000E+00,+3.208333E-03
+6.0146000000E+00,+2.708333E-03
+6.0148000000E+00,+2.291667E-03
+6.0150000000E+00,+1.666667E-03
+6.0152000000E+00,+8.333334E-04
+6.0154000000E+00,-4.583333E-04
+6.0156000000E+00,-1.500000E-03
+6.0158000000E+00,-2.375000E-03
+6.0160000000E+00,-3.041667E-03
+6.0162000000E+00,-4.375000E-03
+6.0164000000E+00,-4.500000E-03
+6.0166000000E+00,-4.833333E-03
+6.0168000000E+00,-4.458333E-03
+6.0170000000E+00,-4.166666E-03
+6.0172000000E+00,-3.416667E-03
+6.0174000000E+00,-2.500000E-03
+6.0176000000E+00,-1.125000E-03
+6.0178000000E+00,+3.333333E-04
+6.0180000000E+00,+1.250000E-03
+6.0182000000E+00,+2.458333E-03
+6.0184000000E+00,+3.291667E-03
+6.0186000000E+00,+3.875000E-03
+6.0188000000E+00,+4.291667E-03
+6.0190000000E+00,+4.625000E-03
+6.0192000000E+00,+4.708333E-03
+6.0194000000E+00,+4.333333E-03
+6.0196000000E+00,+4.083333E-03
+6.0198000000E+00,+4.000000E-03
+6.0200000000E+00,+4.041667E-03
+6.0202000000E+00,+4.541667E-03
+6.0204000000E+00,+3.958333E-03
+6.0206000000E+00,+3.666667E-03
+6.0208000000E+00,+3.583333E-03
+6.0210000000E+00,+3.541667E-03
+6.0212000000E+00,+3.750000E-03
+6.0214000000E+00,+3.000000E-03
+6.0216000000E+00,+2.625000E-03
+6.0218000000E+00,+2.000000E-03
+6.0220000000E+00,+1.125000E-03
+6.0222000000E+00,+4.583333E-04
+6.0224000000E+00,-4.166667E-05
+6.0226000000E+00,-1.625000E-03
+6.0228000000E+00,-2.416667E-03
+6.0230000000E+00,-3.416667E-03
+6.0232000000E+00,-3.916667E-03
+6.0234000000E+00,-4.291667E-03
+6.0236000000E+00,-4.375000E-03
+6.0238000000E+00,-4.208333E-03
+6.0240000000E+00,-3.958333E-03
+6.0242000000E+00,-3.208333E-03
+6.0244000000E+00,-1.958333E-03
+6.0246000000E+00,-5.833333E-04
+6.0248000000E+00,+3.333333E-04
+6.0250000000E+00,+1.625000E-03
+6.0252000000E+00,+2.333333E-03
+6.0254000000E+00,+2.791667E-03
+6.0256000000E+00,+3.958333E-03
+6.0258000000E+00,+4.541667E-03
+6.0260000000E+00,+4.666667E-03
+6.0262000000E+00,+4.666667E-03
+6.0264000000E+00,+4.291667E-03
+6.0266000000E+00,+4.250000E-03
+6.0268000000E+00,+4.166666E-03
+6.0270000000E+00,+4.125000E-03
+6.0272000000E+00,+3.958333E-03
+6.0274000000E+00,+3.416667E-03
+6.0276000000E+00,+3.875000E-03
+6.0278000000E+00,+3.750000E-03
+6.0280000000E+00,+3.791667E-03
+6.0282000000E+00,+3.333333E-03
+6.0284000000E+00,+3.250000E-03
+6.0286000000E+00,+2.458333E-03
+6.0288000000E+00,+2.000000E-03
+6.0290000000E+00,+1.250000E-03
+6.0292000000E+00,+4.583333E-04
+6.0294000000E+00,-6.250000E-04
+6.0296000000E+00,-1.791667E-03
+6.0298000000E+00,-2.625000E-03
+6.0300000000E+00,-3.416667E-03
+6.0302000000E+00,-4.000000E-03
+6.0304000000E+00,-4.500000E-03
+6.0306000000E+00,-4.416666E-03
+6.0308000000E+00,-4.625000E-03
+6.0310000000E+00,-4.208333E-03
+6.0312000000E+00,-2.458333E-03
+6.0314000000E+00,-2.000000E-03
+6.0316000000E+00,-7.916667E-04
+6.0318000000E+00,+2.083333E-04
+6.0320000000E+00,+1.708333E-03
+6.0322000000E+00,+2.250000E-03
+6.0324000000E+00,+3.125000E-03
+6.0326000000E+00,+3.791667E-03
+6.0328000000E+00,+4.416666E-03
+6.0330000000E+00,+4.250000E-03
+6.0332000000E+00,+4.333333E-03
+6.0334000000E+00,+4.458333E-03
+6.0336000000E+00,+4.250000E-03
+6.0338000000E+00,+4.000000E-03
+6.0340000000E+00,+4.166666E-03
+6.0342000000E+00,+3.791667E-03
+6.0344000000E+00,+3.708333E-03
+6.0346000000E+00,+4.000000E-03
+6.0348000000E+00,+4.166666E-03
+6.0350000000E+00,+3.875000E-03
+6.0352000000E+00,+3.500000E-03
+6.0354000000E+00,+3.166667E-03
+6.0356000000E+00,+2.708333E-03
+6.0358000000E+00,+2.208333E-03
+6.0360000000E+00,+1.291667E-03
+6.0362000000E+00,+1.250000E-04
+6.0364000000E+00,-1.250000E-03
+6.0366000000E+00,-2.083333E-03
+6.0368000000E+00,-2.666667E-03
+6.0370000000E+00,-3.083333E-03
+6.0372000000E+00,-4.166666E-03
+6.0374000000E+00,-4.750000E-03
+6.0376000000E+00,-4.750000E-03
+6.0378000000E+00,-4.500000E-03
+6.0380000000E+00,-3.916667E-03
+6.0382000000E+00,-2.208333E-03
+6.0384000000E+00,-1.416667E-03
+6.0386000000E+00,-5.833333E-04
+6.0388000000E+00,+4.166667E-04
+6.0390000000E+00,+1.833333E-03
+6.0392000000E+00,+2.375000E-03
+6.0394000000E+00,+3.333333E-03
+6.0396000000E+00,+3.833333E-03
+6.0398000000E+00,+4.166666E-03
+6.0400000000E+00,+4.541667E-03
+6.0402000000E+00,+4.541667E-03
+6.0404000000E+00,+4.333333E-03
+6.0406000000E+00,+4.375000E-03
+6.0408000000E+00,+4.166666E-03
+6.0410000000E+00,+4.083333E-03
+6.0412000000E+00,+4.250000E-03
+6.0414000000E+00,+4.333333E-03
+6.0416000000E+00,+4.375000E-03
+6.0418000000E+00,+4.041667E-03
+6.0420000000E+00,+4.125000E-03
+6.0422000000E+00,+3.541667E-03
+6.0424000000E+00,+3.000000E-03
+6.0426000000E+00,+3.000000E-03
+6.0428000000E+00,+2.250000E-03
+6.0430000000E+00,+1.166667E-03
+6.0432000000E+00,-8.333333E-05
+6.0434000000E+00,-9.583333E-04
+6.0436000000E+00,-1.583333E-03
+6.0438000000E+00,-3.041667E-03
+6.0440000000E+00,-3.583333E-03
+6.0442000000E+00,-4.291667E-03
+6.0444000000E+00,-4.666667E-03
+6.0446000000E+00,-4.583333E-03
+6.0448000000E+00,-3.833333E-03
+6.0450000000E+00,-3.375000E-03
+6.0452000000E+00,-2.875000E-03
+6.0454000000E+00,-1.541667E-03
+6.0456000000E+00,-2.500000E-04
+6.0458000000E+00,+9.999999E-04
+6.0460000000E+00,+1.875000E-03
+6.0462000000E+00,+2.833333E-03
+6.0464000000E+00,+3.291667E-03
+6.0466000000E+00,+3.833333E-03
+6.0468000000E+00,+3.958333E-03
+6.0470000000E+00,+4.208333E-03
+6.0472000000E+00,+4.625000E-03
+6.0474000000E+00,+4.250000E-03
+6.0476000000E+00,+4.458333E-03
+6.0478000000E+00,+3.916667E-03
+6.0480000000E+00,+4.250000E-03
+6.0482000000E+00,+4.291667E-03
+6.0484000000E+00,+4.208333E-03
+6.0486000000E+00,+4.083333E-03
+6.0488000000E+00,+4.291667E-03
+6.0490000000E+00,+4.458333E-03
+6.0492000000E+00,+3.833333E-03
+6.0494000000E+00,+3.583333E-03
+6.0496000000E+00,+2.666667E-03
+6.0498000000E+00,+1.791667E-03
+6.0500000000E+00,+7.916667E-04
+6.0502000000E+00,-3.750000E-04
+6.0504000000E+00,-7.083333E-04
+6.0506000000E+00,-1.791667E-03
+6.0508000000E+00,-3.333333E-03
+6.0510000000E+00,-4.000000E-03
+6.0512000000E+00,-4.416666E-03
+6.0514000000E+00,-4.416666E-03
+6.0516000000E+00,-4.416666E-03
+6.0518000000E+00,-4.083333E-03
+6.0520000000E+00,-3.000000E-03
+6.0522000000E+00,-2.416667E-03
+6.0524000000E+00,-1.083333E-03
+6.0526000000E+00,-4.166667E-05
+6.0528000000E+00,+9.999999E-04
+6.0530000000E+00,+1.875000E-03
+6.0532000000E+00,+2.708333E-03
+6.0534000000E+00,+3.208333E-03
+6.0536000000E+00,+3.666667E-03
+6.0538000000E+00,+4.291667E-03
+6.0540000000E+00,+4.041667E-03
+6.0542000000E+00,+4.000000E-03
+6.0544000000E+00,+4.166666E-03
+6.0546000000E+00,+4.458333E-03
+6.0548000000E+00,+4.208333E-03
+6.0550000000E+00,+3.750000E-03
+6.0552000000E+00,+4.500000E-03
+6.0554000000E+00,+3.791667E-03
+6.0556000000E+00,+4.375000E-03
+6.0558000000E+00,+4.416666E-03
+6.0560000000E+00,+4.375000E-03
+6.0562000000E+00,+4.000000E-03
+6.0564000000E+00,+3.166667E-03
+6.0566000000E+00,+2.291667E-03
+6.0568000000E+00,+1.833333E-03
+6.0570000000E+00,+9.166666E-04
+6.0572000000E+00,-3.333333E-04
+6.0574000000E+00,-1.125000E-03
+6.0576000000E+00,-2.375000E-03
+6.0578000000E+00,-3.250000E-03
+6.0580000000E+00,-3.750000E-03
+6.0582000000E+00,-4.750000E-03
+6.0584000000E+00,-4.083333E-03
+6.0586000000E+00,-4.750000E-03
+6.0588000000E+00,-4.125000E-03
+6.0590000000E+00,-3.166667E-03
+6.0592000000E+00,-2.041667E-03
+6.0594000000E+00,-1.166667E-03
+6.0596000000E+00,-1.666667E-04
+6.0598000000E+00,+1.041667E-03
+6.0600000000E+00,+1.791667E-03
+6.0602000000E+00,+2.750000E-03
+6.0604000000E+00,+3.125000E-03
+6.0606000000E+00,+3.791667E-03
+6.0608000000E+00,+3.791667E-03
+6.0610000000E+00,+3.791667E-03
+6.0612000000E+00,+4.083333E-03
+6.0614000000E+00,+4.125000E-03
+6.0616000000E+00,+4.208333E-03
+6.0618000000E+00,+3.958333E-03
+6.0620000000E+00,+4.041667E-03
+6.0622000000E+00,+4.250000E-03
+6.0624000000E+00,+4.500000E-03
+6.0626000000E+00,+4.541667E-03
+6.0628000000E+00,+4.666667E-03
+6.0630000000E+00,+4.125000E-03
+6.0632000000E+00,+3.416667E-03
+6.0634000000E+00,+3.125000E-03
+6.0636000000E+00,+2.416667E-03
+6.0638000000E+00,+1.875000E-03
+6.0640000000E+00,+5.833333E-04
+6.0642000000E+00,-7.500000E-04
+6.0644000000E+00,-1.541667E-03
+6.0646000000E+00,-2.291667E-03
+6.0648000000E+00,-3.041667E-03
+6.0650000000E+00,-4.083333E-03
+6.0652000000E+00,-4.916667E-03
+6.0654000000E+00,-4.666667E-03
+6.0656000000E+00,-4.500000E-03
+6.0658000000E+00,-3.958333E-03
+6.0660000000E+00,-2.958333E-03
+6.0662000000E+00,-2.000000E-03
+6.0664000000E+00,-9.166666E-04
+6.0666000000E+00,-4.166667E-05
+6.0668000000E+00,+1.500000E-03
+6.0670000000E+00,+2.208333E-03
+6.0672000000E+00,+2.708333E-03
+6.0674000000E+00,+3.208333E-03
+6.0676000000E+00,+3.791667E-03
+6.0678000000E+00,+3.875000E-03
+6.0680000000E+00,+4.083333E-03
+6.0682000000E+00,+4.000000E-03
+6.0684000000E+00,+3.666667E-03
+6.0686000000E+00,+3.750000E-03
+6.0688000000E+00,+3.916667E-03
+6.0690000000E+00,+4.208333E-03
+6.0692000000E+00,+4.208333E-03
+6.0694000000E+00,+4.458333E-03
+6.0696000000E+00,+4.541667E-03
+6.0698000000E+00,+3.833333E-03
+6.0700000000E+00,+4.333333E-03
+6.0702000000E+00,+3.916667E-03
+6.0704000000E+00,+3.125000E-03
+6.0706000000E+00,+2.500000E-03
+6.0708000000E+00,+1.458333E-03
+6.0710000000E+00,+4.166667E-04
+6.0712000000E+00,-4.166667E-04
+6.0714000000E+00,-1.416667E-03
+6.0716000000E+00,-2.625000E-03
+6.0718000000E+00,-3.708333E-03
+6.0720000000E+00,-4.083333E-03
+6.0722000000E+00,-4.666667E-03
+6.0724000000E+00,-4.333333E-03
+6.0726000000E+00,-4.166666E-03
+6.0728000000E+00,-3.791667E-03
+6.0730000000E+00,-2.916667E-03
+6.0732000000E+00,-2.250000E-03
+6.0734000000E+00,-1.041667E-03
+6.0736000000E+00,+1.666667E-04
+6.0738000000E+00,+1.291667E-03
+6.0740000000E+00,+2.166667E-03
+6.0742000000E+00,+2.625000E-03
+6.0744000000E+00,+2.541667E-03
+6.0746000000E+00,+3.416667E-03
+6.0748000000E+00,+4.291667E-03
+6.0750000000E+00,+3.541667E-03
+6.0752000000E+00,+3.541667E-03
+6.0754000000E+00,+3.708333E-03
+6.0756000000E+00,+4.083333E-03
+6.0758000000E+00,+4.250000E-03
+6.0760000000E+00,+4.500000E-03
+6.0762000000E+00,+4.416666E-03
+6.0764000000E+00,+4.541667E-03
+6.0766000000E+00,+4.375000E-03
+6.0768000000E+00,+4.750000E-03
+6.0770000000E+00,+4.375000E-03
+6.0772000000E+00,+4.125000E-03
+6.0774000000E+00,+3.041667E-03
+6.0776000000E+00,+2.333333E-03
+6.0778000000E+00,+1.458333E-03
+6.0780000000E+00,+5.000000E-04
+6.0782000000E+00,-6.666667E-04
+6.0784000000E+00,-1.416667E-03
+6.0786000000E+00,-3.000000E-03
+6.0788000000E+00,-3.666667E-03
+6.0790000000E+00,-4.291667E-03
+6.0792000000E+00,-4.375000E-03
+6.0794000000E+00,-4.250000E-03
+6.0796000000E+00,-4.250000E-03
+6.0798000000E+00,-3.625000E-03
+6.0800000000E+00,-3.041667E-03
+6.0802000000E+00,-2.083333E-03
+6.0804000000E+00,-1.250000E-04
+6.0806000000E+00,+3.333333E-04
+6.0808000000E+00,+1.125000E-03
+6.0810000000E+00,+2.041667E-03
+6.0812000000E+00,+2.416667E-03
+6.0814000000E+00,+3.375000E-03
+6.0816000000E+00,+3.583333E-03
+6.0818000000E+00,+3.750000E-03
+6.0820000000E+00,+3.791667E-03
+6.0822000000E+00,+3.458333E-03
+6.0824000000E+00,+3.583333E-03
+6.0826000000E+00,+4.166666E-03
+6.0828000000E+00,+4.125000E-03
+6.0830000000E+00,+4.375000E-03
+6.0832000000E+00,+4.458333E-03
+6.0834000000E+00,+4.583333E-03
+6.0836000000E+00,+4.833333E-03
+6.0838000000E+00,+4.666667E-03
+6.0840000000E+00,+4.125000E-03
+6.0842000000E+00,+3.541667E-03
+6.0844000000E+00,+3.125000E-03
+6.0846000000E+00,+2.541667E-03
+6.0848000000E+00,+1.375000E-03
+6.0850000000E+00,+5.416666E-04
+6.0852000000E+00,-4.583333E-04
+6.0854000000E+00,-1.416667E-03
+6.0856000000E+00,-2.625000E-03
+6.0858000000E+00,-3.833333E-03
+6.0860000000E+00,-4.125000E-03
+6.0862000000E+00,-4.375000E-03
+6.0864000000E+00,-4.375000E-03
+6.0866000000E+00,-3.875000E-03
+6.0868000000E+00,-3.500000E-03
+6.0870000000E+00,-2.458333E-03
+6.0872000000E+00,-1.833333E-03
+6.0874000000E+00,-5.833333E-04
+6.0876000000E+00,+4.583333E-04
+6.0878000000E+00,+1.291667E-03
+6.0880000000E+00,+2.041667E-03
+6.0882000000E+00,+2.833333E-03
+6.0884000000E+00,+3.000000E-03
+6.0886000000E+00,+3.458333E-03
+6.0888000000E+00,+3.583333E-03
+6.0890000000E+00,+3.583333E-03
+6.0892000000E+00,+3.625000E-03
+6.0894000000E+00,+4.250000E-03
+6.0896000000E+00,+4.250000E-03
+6.0898000000E+00,+3.833333E-03
+6.0900000000E+00,+4.166666E-03
+6.0902000000E+00,+4.375000E-03
+6.0904000000E+00,+5.125000E-03
+6.0906000000E+00,+4.958333E-03
+6.0908000000E+00,+4.458333E-03
+6.0910000000E+00,+4.250000E-03
+6.0912000000E+00,+3.625000E-03
+6.0914000000E+00,+3.208333E-03
+6.0916000000E+00,+2.375000E-03
+6.0918000000E+00,+1.208333E-03
+6.0920000000E+00,+5.000000E-04
+6.0922000000E+00,-7.083333E-04
+6.0924000000E+00,-2.291667E-03
+6.0926000000E+00,-2.708333E-03
+6.0928000000E+00,-3.541667E-03
+6.0930000000E+00,-4.083333E-03
+6.0932000000E+00,-4.375000E-03
+6.0934000000E+00,-4.291667E-03
+6.0936000000E+00,-3.833333E-03
+6.0938000000E+00,-3.041667E-03
+6.0940000000E+00,-2.416667E-03
+6.0942000000E+00,-1.500000E-03
+6.0944000000E+00,-6.666667E-04
+6.0946000000E+00,+6.250000E-04
+6.0948000000E+00,+1.458333E-03
+6.0950000000E+00,+2.166667E-03
+6.0952000000E+00,+2.750000E-03
+6.0954000000E+00,+2.958333E-03
+6.0956000000E+00,+3.333333E-03
+6.0958000000E+00,+3.291667E-03
+6.0960000000E+00,+3.750000E-03
+6.0962000000E+00,+3.875000E-03
+6.0964000000E+00,+4.125000E-03
+6.0966000000E+00,+3.958333E-03
+6.0968000000E+00,+4.125000E-03
+6.0970000000E+00,+4.541667E-03
+6.0972000000E+00,+5.083333E-03
+6.0974000000E+00,+4.916667E-03
+6.0976000000E+00,+5.000000E-03
+6.0978000000E+00,+4.333333E-03
+6.0980000000E+00,+4.041667E-03
+6.0982000000E+00,+3.750000E-03
+6.0984000000E+00,+3.250000E-03
+6.0986000000E+00,+2.083333E-03
+6.0988000000E+00,+8.333334E-04
+6.0990000000E+00,+8.333333E-05
+6.0992000000E+00,-8.750000E-04
+6.0994000000E+00,-1.625000E-03
+6.0996000000E+00,-2.875000E-03
+6.0998000000E+00,-3.750000E-03
+6.1000000000E+00,-4.458333E-03
+6.1002000000E+00,-4.416666E-03
+6.1004000000E+00,-3.875000E-03
+6.1006000000E+00,-3.833333E-03
+6.1008000000E+00,-3.208333E-03
+6.1010000000E+00,-2.166667E-03
+6.1012000000E+00,-1.333333E-03
+6.1014000000E+00,-3.750000E-04
+6.1016000000E+00,+7.083333E-04
+6.1018000000E+00,+1.791667E-03
+6.1020000000E+00,+2.166667E-03
+6.1022000000E+00,+2.333333E-03
+6.1024000000E+00,+3.041667E-03
+6.1026000000E+00,+2.916667E-03
+6.1028000000E+00,+3.458333E-03
+6.1030000000E+00,+3.541667E-03
+6.1032000000E+00,+3.458333E-03
+6.1034000000E+00,+3.666667E-03
+6.1036000000E+00,+3.916667E-03
+6.1038000000E+00,+4.375000E-03
+6.1040000000E+00,+4.416666E-03
+6.1042000000E+00,+4.375000E-03
+6.1044000000E+00,+4.875000E-03
+6.1046000000E+00,+5.041667E-03
+6.1048000000E+00,+4.708333E-03
+6.1050000000E+00,+4.625000E-03
+6.1052000000E+00,+3.875000E-03
+6.1054000000E+00,+2.708333E-03
+6.1056000000E+00,+1.750000E-03
+6.1058000000E+00,+8.750000E-04
+6.1060000000E+00,-1.666667E-04
+6.1062000000E+00,-9.583333E-04
+6.1064000000E+00,-2.250000E-03
+6.1066000000E+00,-3.458333E-03
+6.1068000000E+00,-3.833333E-03
+6.1070000000E+00,-4.000000E-03
+6.1072000000E+00,-4.166666E-03
+6.1074000000E+00,-3.750000E-03
+6.1076000000E+00,-3.750000E-03
+6.1078000000E+00,-2.708333E-03
+6.1080000000E+00,-2.000000E-03
+6.1082000000E+00,-6.250000E-04
+6.1084000000E+00,+2.500000E-04
+6.1086000000E+00,+4.166667E-04
+6.1088000000E+00,+1.416667E-03
+6.1090000000E+00,+1.791667E-03
+6.1092000000E+00,+2.375000E-03
+6.1094000000E+00,+2.916667E-03
+6.1096000000E+00,+3.125000E-03
+6.1098000000E+00,+3.250000E-03
+6.1100000000E+00,+3.208333E-03
+6.1102000000E+00,+3.583333E-03
+6.1104000000E+00,+4.000000E-03
+6.1106000000E+00,+4.041667E-03
+6.1108000000E+00,+4.916667E-03
+6.1110000000E+00,+4.458333E-03
+6.1112000000E+00,+5.000000E-03
+6.1114000000E+00,+4.625000E-03
+6.1116000000E+00,+4.916667E-03
+6.1118000000E+00,+4.625000E-03
+6.1120000000E+00,+4.166666E-03
+6.1122000000E+00,+3.708333E-03
+6.1124000000E+00,+2.250000E-03
+6.1126000000E+00,+1.625000E-03
+6.1128000000E+00,+9.583333E-04
+6.1130000000E+00,+0.000000E+00
+6.1132000000E+00,-1.541667E-03
+6.1134000000E+00,-2.750000E-03
+6.1136000000E+00,-3.541667E-03
+6.1138000000E+00,-4.083333E-03
+6.1140000000E+00,-4.291667E-03
+6.1142000000E+00,-4.375000E-03
+6.1144000000E+00,-4.125000E-03
+6.1146000000E+00,-3.583333E-03
+6.1148000000E+00,-2.583333E-03
+6.1150000000E+00,-1.583333E-03
+6.1152000000E+00,-9.583333E-04
+6.1154000000E+00,-8.333333E-05
+6.1156000000E+00,+8.750000E-04
+6.1158000000E+00,+1.458333E-03
+6.1160000000E+00,+1.875000E-03
+6.1162000000E+00,+2.750000E-03
+6.1164000000E+00,+2.541667E-03
+6.1166000000E+00,+2.791667E-03
+6.1168000000E+00,+3.041667E-03
+6.1170000000E+00,+3.583333E-03
+6.1172000000E+00,+4.166666E-03
+6.1174000000E+00,+4.041667E-03
+6.1176000000E+00,+4.041667E-03
+6.1178000000E+00,+4.750000E-03
+6.1180000000E+00,+4.625000E-03
+6.1182000000E+00,+5.333333E-03
+6.1184000000E+00,+5.000000E-03
+6.1186000000E+00,+5.250000E-03
+6.1188000000E+00,+5.000000E-03
+6.1190000000E+00,+4.333333E-03
+6.1192000000E+00,+3.541667E-03
+6.1194000000E+00,+2.416667E-03
+6.1196000000E+00,+1.583333E-03
+6.1198000000E+00,+2.083333E-04
+6.1200000000E+00,-7.500000E-04
+6.1202000000E+00,-1.500000E-03
+6.1204000000E+00,-2.416667E-03
+6.1206000000E+00,-3.666667E-03
+6.1208000000E+00,-3.916667E-03
+6.1210000000E+00,-4.208333E-03
+6.1212000000E+00,-4.291667E-03
+6.1214000000E+00,-3.833333E-03
+6.1216000000E+00,-2.708333E-03
+6.1218000000E+00,-2.416667E-03
+6.1220000000E+00,-1.916667E-03
+6.1222000000E+00,-9.583333E-04
+6.1224000000E+00,+8.333333E-05
+6.1226000000E+00,+9.583333E-04
+6.1228000000E+00,+1.583333E-03
+6.1230000000E+00,+2.083333E-03
+6.1232000000E+00,+2.208333E-03
+6.1234000000E+00,+2.416667E-03
+6.1236000000E+00,+2.750000E-03
+6.1238000000E+00,+3.250000E-03
+6.1240000000E+00,+3.708333E-03
+6.1242000000E+00,+3.541667E-03
+6.1244000000E+00,+3.791667E-03
+6.1246000000E+00,+4.000000E-03
+6.1248000000E+00,+4.333333E-03
+6.1250000000E+00,+5.083333E-03
+6.1252000000E+00,+5.083333E-03
+6.1254000000E+00,+5.041667E-03
+6.1256000000E+00,+5.000000E-03
+6.1258000000E+00,+4.875000E-03
+6.1260000000E+00,+4.291667E-03
+6.1262000000E+00,+3.708333E-03
+6.1264000000E+00,+2.791667E-03
+6.1266000000E+00,+1.750000E-03
+6.1268000000E+00,+5.416666E-04
+6.1270000000E+00,-7.916667E-04
+6.1272000000E+00,-1.833333E-03
+6.1274000000E+00,-2.625000E-03
+6.1276000000E+00,-3.083333E-03
+6.1278000000E+00,-4.000000E-03
+6.1280000000E+00,-4.250000E-03
+6.1282000000E+00,-3.916667E-03
+6.1284000000E+00,-3.458333E-03
+6.1286000000E+00,-3.000000E-03
+6.1288000000E+00,-2.500000E-03
+6.1290000000E+00,-2.000000E-03
+6.1292000000E+00,-6.666667E-04
+6.1294000000E+00,+1.250000E-04
+6.1296000000E+00,+7.916667E-04
+6.1298000000E+00,+1.083333E-03
+6.1300000000E+00,+1.666667E-03
+6.1302000000E+00,+2.208333E-03
+6.1304000000E+00,+2.500000E-03
+6.1306000000E+00,+2.875000E-03
+6.1308000000E+00,+3.208333E-03
+6.1310000000E+00,+3.375000E-03
+6.1312000000E+00,+3.750000E-03
+6.1314000000E+00,+3.666667E-03
+6.1316000000E+00,+4.541667E-03
+6.1318000000E+00,+5.041667E-03
+6.1320000000E+00,+4.958333E-03
+6.1322000000E+00,+5.333333E-03
+6.1324000000E+00,+5.375000E-03
+6.1326000000E+00,+5.291667E-03
+6.1328000000E+00,+4.875000E-03
+6.1330000000E+00,+4.333333E-03
+6.1332000000E+00,+3.583333E-03
+6.1334000000E+00,+2.250000E-03
+6.1336000000E+00,+1.375000E-03
+6.1338000000E+00,+4.166667E-04
+6.1340000000E+00,-7.083333E-04
+6.1342000000E+00,-2.166667E-03
+6.1344000000E+00,-3.041667E-03
+6.1346000000E+00,-3.666667E-03
+6.1348000000E+00,-3.958333E-03
+6.1350000000E+00,-3.666667E-03
+6.1352000000E+00,-3.791667E-03
+6.1354000000E+00,-3.666667E-03
+6.1356000000E+00,-3.333333E-03
+6.1358000000E+00,-2.041667E-03
